"","Acss1","Adcyap1","Adgrl2","Aqp4","Arc","Arf5","Arhgap24","Arl4d","Arx","Batf3","Bcl6","Bdnf","Bgn","Btg2","Calb2","Car12","Car4","Cbln4","Cck","Cdh13","Cdk6","Chat","Chodl","Chrna6","Col6a1","Cplx3","Cpne5","Crh","Crispld2","Csrnp1","Ctgf","Ctxn3","Cux2","Cxcl14","Ddit4l","Deptor","Egr1","Egr2","Egr4","Enpp2","eRNA1","eRNA2","eRNA3","eRNA4","eRNA5","Fam19a1","Flt1","Fos","Fosb","Fosl1","Fosl2","Foxp2","Frmd7","Frmpd3","Gad1","Gad2","Gda","Gpc3","Gpr3","Gpx3","Homer1","Hsd11b1","Htr3a","Igf1","Igtp","Itgam","Junb","Kcna1","Kcnip2","Kcnk2","Lhx6","Lmo2","Mab21l1","Mdga1","Mgp","Mog","Mybpc1","Myh8","Myl4","Mylk","Myo1c","Ndnf","Nectin3","Nectin4","Ngb","Nos1","Nov","Npas4","Nptx2","Npy","Nr4a2","Nrn1","Obox3","Osgin2","Otof","Parm1","Pax6","Pcdhac1","Pcdhac2","Pcdhgc3","Pcdhgc4","Pcdhgc5","Pcp4","Pde1a","Pde1c","Pdgfra","Pdzrn3","Penk","Plcxd2","Pnoc","Ppm1h","Prok2","Prss22","Ptgs2","Pthlh","Pvalb","Qrfpr","Rasgrf2","Reln","Rerg","Rgs10","Rgs12","Rgs2","Rorb","Rprm","Rspo2","Scnn1a","Sema3c","Sema3e","Serpinb11","Serpine1","Sla","Slc17a7","Slc25a36","Slc5a7","Smad3","Sncg","Spp1","Sst","Stac","Sulf2","Synpr","Syt17","Syt6","Tacr1","Tacr3","Tacstd2","Tbr1","Tcerg1l","Th","Thsd7a","Tnfaip6","Tnfaip8l3","Tnmd","Tpbg","Tph2","Ucma","Vgf","Vip","Wt1","Wfs1","Tnnc1","Sccpdh","Rbp4","Etv1","Drd1"
"754x144",2,12,28,0,7,5,0,11,53,8,1,0,1,0,0,0,1,0,9,30,0,3,0,0,11,3,33,1,0,0,11,0,4,15,0,1,2,0,6,7,7,2,63,0,0,2,0,0,5,0,0,0,0,0,0,0,3,0,0,0,12,4,0,0,0,0,1,8,0,0,0,0,0,2,0,0,2,0,0,0,1,0,12,0,8,18,32,0,0,0,0,11,0,7,40,0,0,0,0,6,0,6,0,10,0,0,0,0,0,0,7,11,5,0,12,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,90,4,0,6,0,0,0,0,0,4,20,1,0,0,7,0,0,0,0,0,9,1,0,0,8,0,0,0,20,0,5,2,3,0
"792x1030",0,0,8,3,0,2,0,1,14,0,0,0,0,1,0,0,0,0,13,11,0,9,0,0,0,2,0,0,0,0,0,0,4,7,0,0,0,0,0,4,0,14,12,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,4,1,4,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,19,35,0,0,0,0,20,0,0,2,0,1,0,0,0,0,17,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,6,0,0,3,0,0,0,0,0,0,35,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,12,0,0
"806x1748",2,0,7,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,4,0,3,0,0,0,0,0,0,4,1,0,0,0,0,2,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,14,13,2,0,0,0,2,2,0,0,6,0,0,0,0,1,0,10,0,2,0,0,14,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,2,0,0
"809x742",3,0,3,10,0,0,0,0,5,0,11,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,1,12,0,0,0,0,10,3,0,0,0,0,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,24,0,0,1,0,4,1,8,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,11,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"840x3681",0,0,5,11,0,0,0,0,10,0,4,0,0,0,10,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21,0,1,5,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"878x4498",0,0,0,4,0,1,0,4,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0
"956x674",8,0,0,13,0,4,0,3,14,0,3,0,0,0,0,0,0,0,2,4,0,0,0,0,7,0,11,1,16,0,0,0,4,14,0,0,0,0,0,3,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,9,13,0,0,0,0,1,0,0,8,3,1,0,0,0,0,0,0,8,0,0,0,7,0,0,6,8,0,0,3,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,60,0,0,11,0,0,0,0,1,3,13,0,0,0,4,1,1,0,4,30,0,0,0,0,0,0,2,0,2,0,0,1,0,3
"942x433",1,0,19,10,1,3,0,0,47,0,5,0,0,1,0,0,0,0,3,11,0,0,7,0,20,0,15,4,0,0,0,0,5,2,0,0,1,0,1,0,0,0,31,0,0,2,0,1,5,0,0,0,0,0,6,0,6,0,0,0,2,0,0,6,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,3,19,25,0,0,0,0,9,0,0,21,0,0,3,1,7,0,5,0,5,0,0,0,0,0,0,10,7,0,0,9,0,0,2,0,0,1,0,0,0,0,1,3,0,0,0,0,0,83,0,0,8,0,0,0,0,0,17,15,0,0,0,12,0,4,0,0,0,4,0,0,0,0,1,4,0,3,0,0,4,2,0
"952x2048",0,0,5,0,0,14,0,3,22,0,16,0,1,3,0,0,3,2,2,4,0,3,0,0,0,11,0,2,0,0,0,0,8,1,0,0,0,0,2,0,0,13,47,0,1,0,0,0,0,0,0,0,4,1,210,79,11,4,0,0,0,1,0,6,0,1,0,2,0,3,0,0,0,0,0,0,11,0,2,0,3,11,0,0,5,0,0,4,0,16,0,1,0,2,2,20,0,1,0,2,0,2,0,4,0,0,14,3,3,38,10,3,7,0,0,0,0,3,56,0,3,0,2,0,0,0,1,0,0,0,0,5,4,1,0,0,0,0,0,0,9,0,2,0,0,0,6,0,15,0,0,12,6,0,0,0,1,0,0,0,0,0,1,4,2,0
"977x1702",0,0,9,5,1,0,0,0,6,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,17,0,0,0,0,0,0,6,0,0,0,0,0,2,0,9,7,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,1,2,0,0,4,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0
"1061x2466",0,0,0,8,3,1,0,7,28,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,17,0,0,0,0,0,1,44,0,0,12,0,0,0,0,37,27,0,0,1,0,6,0,0,0,0,0,0,26,5,0,5,0,0,0,0,2,13,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,7,0,4,0,0,0,0,0,1,0,0,18,13,2,0,0,0,0,6,31,0,0,4,0,1,0,0,3,0,0,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,5,0,0,17,0,0,0,0,0
"1002x133",9,0,13,0,0,4,0,0,27,0,1,1,0,0,0,1,3,2,9,14,0,3,0,0,0,0,21,0,0,0,0,0,45,0,0,0,16,0,2,3,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,1,0,0,1,1,17,0,0,0,0,0,0,0,1,9,0,0,0,0,0,3,0,0,22,6,0,0,0,0,3,0,0,48,0,5,1,0,0,0,14,0,0,0,0,0,0,12,0,7,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,56,0,0,5,0,0,0,0,0,1,5,0,0,0,3,0,5,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0
"1088x1005",3,0,15,0,4,12,0,0,46,1,8,0,9,0,2,0,0,0,10,36,0,7,0,0,3,18,31,1,11,0,0,0,32,8,0,0,1,2,4,3,0,0,52,0,0,8,1,0,2,0,3,1,0,0,0,0,9,0,2,0,9,0,0,0,0,0,2,8,0,0,0,0,2,11,0,2,27,0,8,0,0,0,4,0,2,14,21,0,2,0,1,10,0,3,43,0,9,4,0,9,0,7,0,5,0,0,0,0,2,0,8,20,4,1,20,0,0,2,0,0,0,6,2,0,0,6,30,0,0,0,0,0,102,9,0,7,2,9,0,0,0,12,15,9,0,0,11,0,1,0,0,18,0,0,0,0,0,3,0,0,41,1,1,26,0,0
"1129x1221",0,0,0,0,0,2,0,2,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,18,0,0,0,0,1,0,0,8,0,0,0,0,1,0,2,0,16,0,0,0,0,5,0,1,8,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,2,0,0
"1097x2692",3,0,0,5,6,1,1,0,28,11,4,0,0,6,0,0,0,0,10,0,0,2,0,0,0,0,0,5,1,0,0,0,3,14,2,0,0,0,0,2,0,0,24,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,9,6,0,0,2,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,41,10,0,10,0,2,0,0,0,0,1,16,0,6,6,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,12,14,0,0,0,0,2,0,0,10,0,1,0,0,0,2,0,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,2,0,0
"1154x5139",0,0,0,6,0,0,0,2,6,0,9,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,14,16,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,12,0,5,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"1138x597",0,0,44,0,0,2,1,0,35,0,0,0,0,1,0,1,1,0,18,15,0,0,0,0,36,1,20,0,0,0,0,0,21,0,0,0,4,0,0,7,0,1,40,0,2,0,0,15,0,0,0,0,0,0,3,0,9,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,1,20,26,0,0,0,0,10,0,2,21,0,0,5,0,1,0,12,0,29,0,0,2,3,18,0,30,16,1,0,0,0,0,2,2,0,0,1,4,0,0,0,0,6,0,0,0,0,55,7,0,12,0,0,0,0,0,11,17,0,0,0,4,1,1,0,0,5,0,0,0,0,0,0,0,0,7,0,0,7,1,2
"1157x336",0,6,10,0,0,2,0,0,21,0,8,0,0,0,0,0,0,0,6,6,0,0,0,0,0,15,18,0,0,1,0,0,18,1,0,0,2,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,61,92,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,10,1,0,0,3,9,0,0,0,9,0,0,11,0,6,0,3,0,0,0,0,0,0,0,11,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"1171x2099",1,0,24,7,0,1,0,0,5,0,13,0,1,0,0,0,0,0,1,0,13,0,0,0,0,0,2,2,6,0,0,0,0,12,0,0,0,0,0,0,0,0,19,0,1,0,0,0,2,0,0,0,0,0,7,1,12,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,14,0,1,0,0,4,0,0,0,0,2,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,9,1,0,11,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0
"1157x1675",0,0,0,0,1,0,0,0,21,0,4,0,0,0,0,0,0,0,3,0,0,7,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,1,0,0,3,0,6,0,2,4,0,0,0,0,0,0,1,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,2,0,0,0,0,0,2,1,0,0,0,8,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1198x98",0,0,2,3,1,3,0,1,28,8,0,0,0,0,0,0,0,1,1,2,0,0,0,0,6,0,7,3,8,0,0,0,12,0,0,0,0,0,3,2,0,0,21,0,0,0,0,0,11,0,0,0,0,0,1,0,5,2,0,0,0,0,0,4,2,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,1,4,3,0,0,0,0,0,0,35,0,0,2,0,7,0,7,0,10,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,34,0,3,4,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,22,0,0
"1267x1251",1,2,5,1,1,7,0,4,28,8,4,0,0,1,10,0,1,0,14,17,0,0,0,0,3,5,9,0,5,0,0,0,2,1,1,0,8,6,0,6,0,0,22,0,0,0,0,0,6,0,0,5,0,4,4,0,4,0,0,0,6,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,8,12,2,0,0,0,2,0,1,14,1,0,0,0,3,0,6,0,20,0,0,9,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,6,0,0,0,7,0,0,0,0,0,79,5,0,39,0,0,1,0,0,4,5,0,0,0,0,0,0,4,0,10,2,0,0,0,0,0,0,2,12,1,0,1,0,0
"1286x1631",0,0,1,0,0,0,0,0,16,0,1,3,0,0,2,0,0,0,1,3,0,0,0,0,0,2,12,0,1,0,0,0,13,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,1,1,0,4,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,16,0,0,1,0,1,0,1,0,2,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1299x545",0,2,4,2,0,16,0,0,54,0,0,0,0,0,0,0,4,0,13,5,0,0,0,0,27,4,2,0,0,0,0,0,3,5,4,0,1,0,0,11,0,0,15,0,0,1,0,0,0,5,0,0,0,0,0,10,3,0,0,0,0,1,0,1,6,0,0,9,0,0,0,0,0,0,0,0,6,0,0,1,0,0,4,0,0,27,24,0,0,0,0,1,0,1,46,0,0,0,0,13,0,8,0,3,0,0,0,0,0,0,20,5,1,0,4,0,0,2,0,0,0,3,1,6,0,3,0,0,0,0,0,3,59,12,3,7,0,0,0,8,0,2,5,0,1,0,4,0,1,0,1,2,1,0,0,0,1,0,0,0,7,0,0,7,0,2
"1293x5715",2,0,0,5,0,4,2,0,28,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,1,20,0,0,0,0,0,0,0,0,13,0,0,0,4,4,1,0,0,0,0,0,91,28,0,0,0,0,0,0,2,12,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,1,0,0,0,0,0,0,30,6,2,0,8,0,0,0,14,0,0,1,1,0,0,5,0,0,0,0,0,0,5,0,0,1,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0
"1320x173",0,0,25,1,1,2,0,6,14,0,10,0,0,0,0,0,1,0,3,3,0,7,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,11,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,3,3,9,0,0,0,5,0,15,1,0,0,0,1,0,2,0,1,8,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"1318x2259",1,0,33,1,1,2,0,10,19,2,23,0,0,1,0,0,5,0,0,8,0,0,0,0,0,0,3,1,0,0,0,0,1,22,0,0,0,0,0,5,0,0,5,0,0,0,4,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,2,0,0,7,5,2,0,7,0,0,0,0,0,0,1,22,0,0,0,0,14,0,6,0,0,0,0,2,0,3,0,22,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,8,0,0,6,0,0,0,17,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1342x1797",0,0,14,0,2,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,2,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,13,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,15,3,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1330x3737",0,10,0,1,2,0,0,6,3,0,30,0,0,6,0,0,0,0,1,3,0,0,0,0,1,0,1,0,7,0,0,0,0,39,1,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,9,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,10,0
"1423x1461",0,0,2,3,0,2,0,1,14,0,0,0,0,0,0,0,1,0,5,1,0,0,12,22,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,11,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,1,0,0,5,0,5,0,0,3,0,1,0,1,0,0,0,0,0,0,13,7,5,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,2,0,7,4,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1408x3009",0,0,0,6,4,1,3,0,9,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,6,0,0,0,0,0,0,13,0,2,1,0,0,0,3,0,26,0,0,0,0,11,0,0,2,0,0,0,22,0,9,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,10,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,10,0,0,0,0,2,0,9,0,4,0,0,0,0,0,0,0,1,2,1,0,1,0,1,8,0,0,0,0,0,1,5,5,0,0,0,0,0,31,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,1,0,0,27,0,0,0,0,1,0,0,1,1,0,0,1,1,0
"1455x455",0,2,0,4,0,8,0,0,1,0,1,0,0,0,2,0,0,0,3,7,0,0,0,0,0,0,3,0,0,0,0,0,20,4,0,0,0,0,0,1,0,12,32,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
"1461x832",0,1,10,0,1,5,0,0,34,0,2,3,3,1,0,1,0,0,4,8,0,1,0,0,1,0,2,1,21,0,0,0,1,0,2,0,0,0,2,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,8,0,0,0,0,0,5,0,7,0,8,0,0,0,0,4,0,0,13,4,1,0,0,18,0,2,0,6,0,0,15,0,0,0,20,7,0,0,8,0,0,0,0,0,0,8,7,0,0,0,7,0,0,0,0,3,23,0,0,2,0,0,0,1,0,0,10,0,0,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"1474x4321",0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,23,0,2,0,0,0,0,0,0,0,0,0,5,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"1478x278",1,0,0,3,0,1,0,0,16,0,1,0,1,0,0,0,1,0,0,4,0,1,0,0,0,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,9,14,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,8,6,0,0,0,0,2,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1491x1905",0,0,6,0,1,2,0,0,13,0,0,0,0,0,4,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0
"1498x4095",0,0,0,2,1,0,0,13,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,8,0,0,9,4,1,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,3,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0
"1548x2758",3,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,0,0,2,3,0,0,0,0,0,1,1,2,0,0,0,0,3,4,0,2,7,1,16,0,0,1,14,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,4,0,0,1,0,0
